obsID,cross_checked,reference,title,confirmation_bias,DOI,journal,paperID,subsetID,speciesID,common_name,species,species_cleaned,species_class,year,region,country,lat_lon,fitness_main_focus,study_type,shared_group,dispersal_type,dispersal_phase,fitness_metric,composite_variable,study_design,age_class,sex,n,group_1,group_2,n_group_1,n_group_2,mean_group_1,mean_group_2,mean_units,type_of_variance,variance_group_1,variance_group_2,function_needed,direction_change,effect_size,effect_size_details,effect_size_type,effect_size_value,effect_size_direction,effect_size_df,effect_size_p_value,effect_size_p_value_numeric,effect_size_type_of_variance,effect_size_variance,data_source,comments
ARM,SN,Wiggett & Boag 1993,"Annual reproductive success in three cohorts of Columbian ground squirrels: founding immigrants, subsequent immigrants, and natal residents",N,10.1139/z93-223,Canadian Journal of Zoology,p030,c075,s026,colombian ground squirrel,Spermophilus columbianus,Urocitellus columbianus,Mammalia,1983-1991,Sheep River Provincial Park,Alberta,"50.63025054930596, -114.68333422041317",Y,natural,N,natal,settlement,number of daughters reaching sexual maturity,N,contrast,A,F,119,non-disperser,disperser,105,14,0.78,0.79,mean n of daughters,NA,NA,NA,count_method,1,NA,NA,NA,NA,NA,NA,>0.5,0.5,NA,NA,table 1 page 1579,subsequent immigrants used
ARM,SN,Wiggett & Boag 1993,"Annual reproductive success in three cohorts of Columbian ground squirrels: founding immigrants, subsequent immigrants, and natal residents",N,10.1139/z93-223,Canadian Journal of Zoology,p030,c076,s026,colombian ground squirrel,Spermophilus columbianus,Urocitellus columbianus,Mammalia,1983-1991,Sheep River Provincial Park,Alberta,"50.63025054930596, -114.68333422041317",Y,natural,N,natal,settlement,longevity,N,contrast,A,M,59,non-disperser,disperser,16,43,2.5,3.9,mean age,NA,NA,NA,count_method,1,NA,NA,NA,NA,NA,NA,<0.01,0.01,NA,NA,text page 1581,"no sample sizes reported in text, inferred sample size from table 6"
ARM,ML,Small et al. 1993,Are Ruffed Grouse More Vulnerable to Mortality During Dispersal?,C,10.2307/1940847,Ecology,p031,c077,s027,ruffed grouse,Bonasa umbellus,Bonasa umbellus,Aves,1982-1988,Richford,Wisconsin,"44.02426312659075, -89.43381201872839",Y,natural,N,natal,prospection,survival to yearling,N,contrast,J,B,298,non-disperser,disperser,169,129,0.31,0.3,survival rate,SD,1.514549,0.4305093,proportion_method1,1,t-test,one-tailed t-test,t or z value,0.04,positive = non-disperser did better than disperser,NA,0.48,0.48,NA,NA,table 2 page 2023,"no sample sizes in table, used 129 transients as dispersers and subtracted from 298 juvs total to get approximate non-dispersers; because no juveniles settle on natal territory, they bin them into transients (permanent dispersers) and colonizers (stay in a defined area); only extracted survival for whole period (not the separate seasons); group 1 CIs: 0.17-1; group 2 CIs: 0.55-0.85; converted CIs to SD"
ARM,ML,Small et al. 1993,Are Ruffed Grouse More Vulnerable to Mortality During Dispersal?,C,10.2307/1940847,Ecology,p031,c078,s027,ruffed grouse,Bonasa umbellus,Bonasa umbellus,Aves,1982-1988,Richford,Wisconsin,"44.02426312659075, -89.43381201872839",Y,natural,N,breeding,settlement,survival,N,contrast,A,F,46,non-disperser,disperser,32,14,0.44,1,survival rate,NA,NA,NA,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,text page 2024,"do not report sample sizes by sex for residents, took the total number of adults (83) - number of transients (19) and divided by 2; transients never settle, while residents are composed of true residents and individuals that have come from elsewhere and remain in a defined an area"
ARM,ML,Small et al. 1993,Are Ruffed Grouse More Vulnerable to Mortality During Dispersal?,C,10.2307/1940847,Ecology,p031,c079,s027,ruffed grouse,Bonasa umbellus,Bonasa umbellus,Aves,1982-1988,Richford,Wisconsin,"44.02426312659075, -89.43381201872839",Y,natural,N,breeding,settlement,survival,N,contrast,A,M,37,non-disperser,disperser,32,5,0.52,1,survival rate,NA,NA,NA,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,text page 2024,"do not report sample sizes by sex for residents, took the total number of adults (83) - number of transients (19) and divided by 2; transients never settle, while residents are composed of true residents and individuals that have come from elsewhere and remain in a defined an area"
ARM,NA,Sæther & Heim 1993,Ecological Correlates of Individual Variation in Age at Maturity in Female Moose (Alces alces): The Effects of Environmental Variability,NA,10.2307/5197,Journal of Animal Ecology,p032,c080,s028,moose,Alces alces,Alces alces,Mammalia,1984-1991,Troms,Norway,"69.6585810462896, 18.974679713997748",N,natural,N,natal,prospection,age at maturity,N,contrast,Y,F,16,non-disperser,disperser,8,8,2.75,3.375,mean age (years),SD,0.3535534,0.46291,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 5 page 486; mean and SD calculated from raw data using figure,assumed age at maturity of 3.5 for ≥3.5
ARM,SN,Korpimäki 1993,"Does Nest-Hole Quality, Poor Breeding Success or Food Depletion Drive the Breeding Dispersal of Tengmalm's Owls?",C D,10.2307/5382,Journal of Animal Ecology,p033,c081,s029,tengmalm's owl,Aegolius funereus,Aegolius funereus,Aves,1979-1992,Kauhava,Finland,"63.101662246981775, 23.065494338593936",N,natural,N,breeding,settlement,proportion of eggs producing fledglings,N,gradient,A,F,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,correlation_method2,1,correlation,spearman rank correlation,r value,-0.26,negative = non-disperser did better than disperser,NA,>0.1,0.1,NA,NA,text page 609,breeding success = number of eggs and fledglings produced per breeding attempt
ARM,SN,Korpimäki 1993,"Does Nest-Hole Quality, Poor Breeding Success or Food Depletion Drive the Breeding Dispersal of Tengmalm's Owls?",C D,10.2307/5382,Journal of Animal Ecology,p033,c082,s029,tengmalm's owl,Aegolius funereus,Aegolius funereus,Aves,1979-1992,Kauhava,Finland,"63.101662246981775, 23.065494338593936",N,natural,N,breeding,settlement,proportion of eggs producing fledglings,N,gradient,A,M,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,correlation_method2,1,correlation,spearman rank correlation,r value,-0.13,negative = non-disperser did better than disperser,NA,>0.1,0.1,NA,NA,text page 609,
ARM,SN,Larsen & Boutin 1994,"Movements, Survival, and Settlement of Red Squirrel (Tamiasciurus Hudsonicus) Offspring",N,10.2307/1939395,Ecology,p034,c083,s030,north american red squirrel,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus,Mammalia,1988-1991,Fort Assiniboine,Alberta,"54.334397414573786, -114.76963271466032",Y,natural,N,natal,prospection,survival,N,contrast,J,B,20,non-disperser,disperser,10,64,30,79.6875,percent alive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 2B on page 218,sample sizes came from figure 1 on page 217; 3 settled on natal site and lived
ARM,ML,Pärt 1994,"Male philopatry confers a mating advantage in the migratory collared flycatcher, ficedula albicollis",C,10.1006/anbe.1994.1254,Animal Behaviour,p035,c084,s019,collared flycatcher,Ficedula albicollis,Ficedula albicollis,Aves,1985-1988,Gotland,Sweden,"57.337182065855295, 18.43929158587046",Y,natural,N,natal,settlement,number of recruits,N,contrast,Y,M,14,non-disperser,disperser,4,10,NA,NA,NA,NA,NA,NA,p_method1,1,non-parametric,Mann-Whitney U two-tailed,Mann-Whitney U,9,positive = non-disperser did better than disperser,NA,0.07,0.07,NA,NA,text page 405,year 1985
ARM,ML,Pärt 1994,"Male philopatry confers a mating advantage in the migratory collared flycatcher, ficedula albicollis",C,10.1006/anbe.1994.1254,Animal Behaviour,p035,c085,s019,collared flycatcher,Ficedula albicollis,Ficedula albicollis,Aves,1985-1988,Gotland,Sweden,"57.337182065855295, 18.43929158587046",Y,natural,N,natal,settlement,number of recruits,N,contrast,Y,M,15,non-disperser,disperser,6,9,NA,NA,NA,NA,NA,NA,p_method1,1,non-parametric,Mann-Whitney U two-tailed,Mann-Whitney U,16.5,positive = non-disperser did better than disperser,NA,0.1,0.1,NA,NA,text page 405,year 1987
ARM,ML,Wauters et al. 1994,Survival and lifetime reproductive success in dispersing and resident red squirrels,N,10.1007/s002650050033,Behavioral Ecology and Sociobiology,p036,c086,s110,eurasian red squirrel,Sciurus vulgaris,Sciurus vulgaris,Mammalia,1984-1992,Antwerpen,Belgium,"51.22167619267521, 4.383855366241339",Y,natural,N,natal,prospection,survival,N,contrast,J,F,37,non-disperser,disperser,24,13,54.16666667,61.53846154,percent alive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,text page 198,
ARM,ML,Wauters et al. 1994,Survival and lifetime reproductive success in dispersing and resident red squirrels,N,10.1007/s002650050033,Behavioral Ecology and Sociobiology,p036,c087,s110,eurasian red squirrel,Sciurus vulgaris,Sciurus vulgaris,Mammalia,1984-1992,Antwerpen,Belgium,"51.22167619267521, 4.383855366241339",Y,natural,N,natal,prospection,survival,N,contrast,J,M,36,non-disperser,disperser,23,13,65.2173913,69.23076923,percent alive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,text page 198,
ARM,ML,Wauters et al. 1994,Survival and lifetime reproductive success in dispersing and resident red squirrels,N,10.1007/s002650050033,Behavioral Ecology and Sociobiology,p036,c088,s110,eurasian red squirrel,Sciurus vulgaris,Sciurus vulgaris,Mammalia,1984-1992,Antwerpen,Belgium,"51.22167619267521, 4.383855366241339",Y,natural,N,natal,settlement,longevity,N,contrast,A,F,55,non-disperser,disperser,22,33,38.5,40.4,mean months alive,SD,18,17.9,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 2 page 199,
ARM,ML,Wauters et al. 1994,Survival and lifetime reproductive success in dispersing and resident red squirrels,N,10.1007/s002650050033,Behavioral Ecology and Sociobiology,p036,c088,s110,eurasian red squirrel,Sciurus vulgaris,Sciurus vulgaris,Mammalia,1984-1992,Antwerpen,Belgium,"51.22167619267521, 4.383855366241339",Y,natural,N,natal,settlement,produced offspring that survived to weaning,N,contrast,A,F,55,non-disperser,disperser,22,33,68.18181818,60.60606061,percent success,NA,NA,NA,percent_method1,1,chi-square,chi-square test for homogeneity,chi2,0.33,positive = non-disperser did better than disperser,NA,NS,NA,NA,NA,text page 198,
ARM,ML,Wauters et al. 1994,Survival and lifetime reproductive success in dispersing and resident red squirrels,N,10.1007/s002650050033,Behavioral Ecology and Sociobiology,p036,c089,s110,eurasian red squirrel,Sciurus vulgaris,Sciurus vulgaris,Mammalia,1984-1992,Antwerpen,Belgium,"51.22167619267521, 4.383855366241339",Y,natural,N,natal,settlement,lifetime reproductive success,N,contrast,A,F,35,non-disperser,disperser,15,20,5.33,4.7,mean number of offspring,SD,2.48,2.68,mean_method,1,ANOVA,one way,F value,0.503,positive = non-disperser did better than disperser,33,NS,NA,NA,NA,text page 199; figure 1 page 198; mean and SD calculated from raw data using figure,extracted the values using raw data pulled from figure 1 - matches with reported values in text
ARM,ML,Wauters et al. 1994,Survival and lifetime reproductive success in dispersing and resident red squirrels,N,10.1007/s002650050033,Behavioral Ecology and Sociobiology,p036,c090,s110,eurasian red squirrel,Sciurus vulgaris,Sciurus vulgaris,Mammalia,1984-1992,Antwerpen,Belgium,"51.22167619267521, 4.383855366241339",Y,natural,N,natal,settlement,longevity,N,contrast,A,M,49,non-disperser,disperser,12,37,32.8,39.7,mean months alive,SD,11,16.3,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 2 page 199,
ARM,ML,Wauters et al. 1994,Survival and lifetime reproductive success in dispersing and resident red squirrels,N,10.1007/s002650050033,Behavioral Ecology and Sociobiology,p036,c091,s110,eurasian red squirrel,Sciurus vulgaris,Sciurus vulgaris,Mammalia,1984-1992,Antwerpen,Belgium,"51.22167619267521, 4.383855366241339",Y,natural,N,natal,settlement,longevity,N,gradient,J,B,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,correlation_method1,1,correlation,unspecified,r value,0.13,positive = disperser did better than non-disperser,NA,NS,NA,NA,NA,text page 199,
ARM,ML,Wauters et al. 1994,Survival and lifetime reproductive success in dispersing and resident red squirrels,N,10.1007/s002650050033,Behavioral Ecology and Sociobiology,p036,c092,s110,eurasian red squirrel,Sciurus vulgaris,Sciurus vulgaris,Mammalia,1984-1992,Antwerpen,Belgium,"51.22167619267521, 4.383855366241339",Y,natural,N,natal,settlement,lifetime reproductive success,N,gradient,J,F,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,correlation_method1,1,correlation,unspecified,r value,0.22,positive = disperser did better than non-disperser,NA,NS,NA,NA,NA,text page 199,
ARM,SN,Getz et al. 1994,"Natal dispersal and philopatry in prairie voles (Microtus ochrogaster): settlement, survival, and potential reproductive success",N,10.1080/08927014.1994.9522980,Ethology Ecology & Evolution,p037,c093,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1980-1987,Urbana,Illinois,"40.1107130012287, -88.20867242421555",N,natural,N,natal,settlement,longevity,N,contrast,J,M,204,non-disperser,disperser,143,61,62.6,111.1,mean number of days alive,SD,29.89565186,67.16814721,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,text page 276,converted SE to SD
ARM,SN,Getz et al. 1994,"Natal dispersal and philopatry in prairie voles (Microtus ochrogaster): settlement, survival, and potential reproductive success",N,10.1080/08927014.1994.9522980,Ethology Ecology & Evolution,p037,c094,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1980-1987,Urbana,Illinois,"40.1107130012287, -88.20867242421555",N,natural,N,natal,settlement,longevity,N,contrast,J,F,162,non-disperser,disperser,128,34,78.1,107,mean number of days alive,SD,47.5175757,55.394043,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,text page 276,converted SE to SD
ARM,SN,Getz et al. 1994,"Natal dispersal and philopatry in prairie voles (Microtus ochrogaster): settlement, survival, and potential reproductive success",N,10.1080/08927014.1994.9522980,Ethology Ecology & Evolution,p037,c095,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1980-1987,Urbana,Illinois,"40.1107130012287, -88.20867242421555",N,natural,N,natal,settlement,survival to yearling,N,contrast,J,M,206,non-disperser,disperser,141,65,2.1,29.2,percent alive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,text page 275-6,
ARM,SN,Getz et al. 1994,"Natal dispersal and philopatry in prairie voles (Microtus ochrogaster): settlement, survival, and potential reproductive success",N,10.1080/08927014.1994.9522980,Ethology Ecology & Evolution,p037,c096,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1980-1987,Urbana,Illinois,"40.1107130012287, -88.20867242421555",N,natural,N,natal,settlement,survival to yearling,N,contrast,J,F,155,non-disperser,disperser,122,33,18,27.3,percent alive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,text page 275-6,
ARM,SN,Getz et al. 1994,"Natal dispersal and philopatry in prairie voles (Microtus ochrogaster): settlement, survival, and potential reproductive success",N,10.1080/08927014.1994.9522980,Ethology Ecology & Evolution,p037,c097,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1980-1987,Urbana,Illinois,"40.1107130012287, -88.20867242421555",N,natural,N,natal,settlement,age at maturity,N,contrast,J,M,93,non-disperser,disperser,29,64,39,46.6,mean age (days),SD,14.0014285,35.2,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,text page 276,converted SE to SD
ARM,SN,Getz et al. 1994,"Natal dispersal and philopatry in prairie voles (Microtus ochrogaster): settlement, survival, and potential reproductive success",N,10.1080/08927014.1994.9522980,Ethology Ecology & Evolution,p037,c098,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1980-1987,Urbana,Illinois,"40.1107130012287, -88.20867242421555",N,natural,N,natal,settlement,age at maturity,N,contrast,J,F,103,non-disperser,disperser,59,44,61.5,43.9,mean age (days),SD,38.40572874,19.23642378,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,text page 276,converted SE to SD
ARM,SN,Getz et al. 1994,"Natal dispersal and philopatry in prairie voles (Microtus ochrogaster): settlement, survival, and potential reproductive success",N,10.1080/08927014.1994.9522980,Ethology Ecology & Evolution,p037,c099,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1980-1987,Urbana,Illinois,"40.1107130012287, -88.20867242421555",N,natural,N,natal,settlement,reproductive,N,contrast,J,F,151,non-disperser,disperser,111,40,42.3,82.5,percent reproductive,NA,NA,NA,percent_method1,1,chi-square,chi-square test for homogeneity,chi2,17.457,positive = disperser did better than non-disperser,1,<0.0001,0.0001,NA,NA,text page 277,
ARM,ML,Van Vuren & Armitage 1994,Survival of Dispersing and Philopatric Yellow-Bellied Marmots: What Is the Cost of Dispersal?,C,10.2307/3546135,Oikos,p038,c100,s031,yellow-bellied marmot,Marmota flaviventris,Marmota flaviventris,Mammalia,1983-1990,Gunnison County,Colorado,"38.86959400998963, -107.0145505033202",Y,natural,N,natal,prospection,survival summer,N,contrast,Y,B,123,non-disperser,disperser,38,85,87,73,percent alive,NA,NA,NA,percent_method1,1,likelihood ratio,G-test,G value,3.11,positive = disperser died more than non-disperser,1,<0.05,0.05,NA,NA,table 1 and text page 180,positive g-value = mortality is higher for dispersers
ARM,ML,Van Vuren & Armitage 1994,Survival of Dispersing and Philopatric Yellow-Bellied Marmots: What Is the Cost of Dispersal?,C,10.2307/3546135,Oikos,p038,c100,s031,yellow-bellied marmot,Marmota flaviventris,Marmota flaviventris,Mammalia,1983-1990,Gunnison County,Colorado,"38.86959400998963, -107.0145505033202",Y,natural,N,natal,prospection,survival winter,N,contrast,Y,B,84,non-disperser,disperser,33,51,91,88.17647059,percent alive,NA,NA,NA,percent_method1,1,likelihood ratio,G-test,G value,0.153,positive = disperser died more than non-disperser,1,>0.25,0.25,NA,NA,table 1 and text page 180,positive g-value = mortality is higher for dispersers
ARM,SN,Steen 1994,Low survival of long distance dispersers of the root vole (Microtus oeconomus),NA,10.2307/23735382,Annales Zoologici Fennici,p039,c101,s032,root vole,Microtus oeconomus,Microtus oeconomus,Mammalia,1992,Nore-Uvdal County,Norway,"60.26624577553071, 8.943697963282633",Y,natural,N,natal,prospection,survival,N,contrast,J,M,18,non-disperser,disperser,13,5,40.5,12.6,mean age (days),SD,16.94609099,10.50951949,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,text page 273,table 1 and figure 1 are difficult to interprete; used text instead; converted SE to SD
ARM,SN,Malizia et al. 1995,Demographic and reproductive attributes of dispersers in two populations of the subterranean rodent Ctenomys talarum (tuco-tuco),NA,10.1139/z95-085,Canadian Journal of Zoology,p040,c102,s033,tuco tuco,Ctenomys talarum,Ctenomys talarum,Mammalia,1989-1991,Buenos Aires,Argentina,"-34.61033738891333, -58.39797406752938",N,semi-natural,N,B,settlement,litter size,N,contrast,JYA,F,87,non-disperser,disperser,75,12,4.09,3.42,mean litter size,SD,1.47,0.99,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,text page 735,
ARM,ML,Alberts & Altmann 1995,Balancing costs and opportunities: dispersal in male baboons,C,10.1086/285740,The American Naturalist,p041,c103,s034,yellow baboon,Papio cynocephalus,Papio cynocephalus,Mammalia,1971-1991,Amboseli National Park,Kenya,"-2.652477585194453, 37.26175795276385",Y,natural,N,natal,settlement,offspring survival to 30 days,N,contrast,A,M,143,non-disperser,disperser,3,140,0,80.71428571,percent alive,NA,NA,NA,percent_method1,1,likelihood ratio,G-test,G value,7.56,positive = non-disperser died more than disperser,NA,<0.01,0.01,NA,NA,text page 289,
